surface	token_sequence	canonical_relation	relation_components	initial_relation_token_offset	final_adp_token_offset	source	notes
behind tip of	behind tip of	behind tip of	behind|tip|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.41312414684e-10; ngram_max_frequency=2.09080841529e-09; ngram_nonzero_years=20; ngram_years=2000-2019
behind top of	behind top of	behind top of	behind|top|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.42450148032e-10; ngram_max_frequency=4.72511085814e-10; ngram_nonzero_years=18; ngram_years=2000-2019
behind upper corner of	behind upper corner of	behind upper corner of	behind|upper|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.93508601504e-11; ngram_max_frequency=7.99612459579e-11; ngram_nonzero_years=6; ngram_years=2000-2019
behind upper edge of	behind upper edge of	behind upper edge of	behind|upper|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=4.95530758787e-11; ngram_max_frequency=2.79864353914e-10; ngram_nonzero_years=10; ngram_years=2000-2019
behind upper half of	behind upper half of	behind upper half of	behind|upper|half|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=3.06378415693e-11; ngram_max_frequency=2.23004198441e-10; ngram_nonzero_years=10; ngram_years=2000-2019
behind upper part of	behind upper part of	behind upper part of	behind|upper|part|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=2.18485888409e-10; ngram_max_frequency=8.17682033194e-10; ngram_nonzero_years=17; ngram_years=2000-2019
below apex of	below apex of	below apex of	below|apex|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=8.36629341153e-10; ngram_max_frequency=2.84720313992e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below back of	below back of	below back of	below|back|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.73417540881e-11; ngram_max_frequency=2.25420765387e-10; ngram_nonzero_years=13; ngram_years=2000-2019
below base of	below base of	below base of	below|base|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.49961772799e-09; ngram_max_frequency=1.15266862236e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below border of	below border of	below border of	below|border|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.34413150817e-11; ngram_max_frequency=1.05977462916e-10; ngram_nonzero_years=12; ngram_years=2000-2019
below bottom of	below bottom of	below bottom of	below|bottom|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.62308257052e-09; ngram_max_frequency=4.42944388807e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below boundary of	below boundary of	below boundary of	below|boundary|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=7.14375355745e-12; ngram_max_frequency=4.0267671142e-11; ngram_nonzero_years=4; ngram_years=2000-2019
below center of	below center of	below center of	below|center|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.84857553223e-09; ngram_max_frequency=4.83212033581e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below corner of	below corner of	below corner of	below|corner|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.29024066031e-10; ngram_max_frequency=1.30849220348e-09; ngram_nonzero_years=18; ngram_years=2000-2019
below crest of	below crest of	below crest of	below|crest|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.23027422919e-10; ngram_max_frequency=6.30460017526e-10; ngram_nonzero_years=18; ngram_years=2000-2019
below edge of	below edge of	below edge of	below|edge|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.78979421004e-10; ngram_max_frequency=2.25498952844e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below end of	below end of	below end of	below|end|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=7.80563250233e-10; ngram_max_frequency=2.93953994479e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below entrance of	below entrance of	below entrance of	below|entrance|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=4.78863004805e-11; ngram_max_frequency=2.02222558143e-10; ngram_nonzero_years=9; ngram_years=2000-2019
below exit of	below exit of	below exit of	below|exit|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.25333796361e-12; ngram_max_frequency=3.60260050958e-11; ngram_nonzero_years=2; ngram_years=2000-2019
below face of	below face of	below face of	below|face|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.41510311628e-10; ngram_max_frequency=2.21472196138e-09; ngram_nonzero_years=12; ngram_years=2000-2019
below foot of	below foot of	below foot of	below|foot|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.4717750428e-10; ngram_max_frequency=2.06267015967e-09; ngram_nonzero_years=19; ngram_years=2000-2019
below front edge of	below front edge of	below front edge of	below|front|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.12299290179e-10; ngram_max_frequency=4.83175777166e-10; ngram_nonzero_years=14; ngram_years=2000-2019
below front half of	below front half of	below front half of	below|front|half|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=5.32502193382e-11; ngram_max_frequency=6.07778438688e-10; ngram_nonzero_years=7; ngram_years=2000-2019
below front of	below front of	below front of	below|front|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.46849552257e-10; ngram_max_frequency=7.65085772514e-10; ngram_nonzero_years=18; ngram_years=2000-2019
below front part of	below front part of	below front part of	below|front|part|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.79616498758e-11; ngram_max_frequency=1.2777245928e-10; ngram_nonzero_years=5; ngram_years=2000-2019
below head of	below head of	below head of	below|head|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=8.26898823199e-10; ngram_max_frequency=2.02222563694e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below inner edge of	below inner edge of	below inner edge of	below|inner|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.82994123327e-12; ngram_max_frequency=3.65988246653e-11; ngram_nonzero_years=1; ngram_years=2000-2019
below inside of	below inside of	below inside of	below|inside|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=8.35657952558e-11; ngram_max_frequency=3.27332244643e-10; ngram_nonzero_years=13; ngram_years=2000-2019
below interior of	below interior of	below interior of	below|interior|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.96636767769e-11; ngram_max_frequency=3.22141369136e-10; ngram_nonzero_years=10; ngram_years=2000-2019
below left of	below left of	below left of	below|left|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.22830976082e-10; ngram_max_frequency=4.13312140068e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below left side of	below left side of	below left side of	below|left|side|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=9.84591486466e-11; ngram_max_frequency=6.46970144125e-10; ngram_nonzero_years=12; ngram_years=2000-2019
below lower corner of	below lower corner of	below lower corner of	below|lower|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=7.5972304836e-12; ngram_max_frequency=1.51944609672e-10; ngram_nonzero_years=1; ngram_years=2000-2019
below lower edge of	below lower edge of	below lower edge of	below|lower|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.49252007975e-10; ngram_max_frequency=5.08827757706e-10; ngram_nonzero_years=18; ngram_years=2000-2019
below lower part of	below lower part of	below lower part of	below|lower|part|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=3.33606763742e-11; ngram_max_frequency=1.69609257195e-10; ngram_nonzero_years=8; ngram_years=2000-2019
below lower side of	below lower side of	below lower side of	below|lower|side|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.17775691977e-11; ngram_max_frequency=1.1862583138e-10; ngram_nonzero_years=3; ngram_years=2000-2019
below margin of	below margin of	below margin of	below|margin|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.7342797181e-10; ngram_max_frequency=8.85888751245e-10; ngram_nonzero_years=18; ngram_years=2000-2019
below middle of	below middle of	below middle of	below|middle|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.60112303137e-09; ngram_max_frequency=6.75423359256e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below opening of	below opening of	below opening of	below|opening|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=6.64337017689e-11; ngram_max_frequency=2.18221496429e-10; ngram_nonzero_years=14; ngram_years=2000-2019
below outer edge of	below outer edge of	below outer edge of	below|outer|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=3.66607234153e-11; ngram_max_frequency=3.39218514389e-10; ngram_nonzero_years=8; ngram_years=2000-2019
below outer surface of	below outer surface of	below outer surface of	below|outer|surface|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=4.24023149925e-11; ngram_max_frequency=8.48046299851e-10; ngram_nonzero_years=1; ngram_years=2000-2019
below outside of	below outside of	below outside of	below|outside|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=6.41899352248e-11; ngram_max_frequency=1.75237602207e-10; ngram_nonzero_years=16; ngram_years=2000-2019
below peak of	below peak of	below peak of	below|peak|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.69204882812e-11; ngram_max_frequency=1.13888128095e-10; ngram_nonzero_years=12; ngram_years=2000-2019
below periphery of	below periphery of	below periphery of	below|periphery|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.74395847658e-11; ngram_max_frequency=2.18221496429e-10; ngram_nonzero_years=7; ngram_years=2000-2019
below rear of	below rear of	below rear of	below|rear|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.28358868326e-10; ngram_max_frequency=3.54951096293e-10; ngram_nonzero_years=16; ngram_years=2000-2019
below right corner of	below right corner of	below right corner of	below|right|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=2.88832551626e-11; ngram_max_frequency=1.51720580543e-10; ngram_nonzero_years=9; ngram_years=2000-2019
below right of	below right of	below right of	below|right|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=6.05152150179e-10; ngram_max_frequency=3.21464985187e-09; ngram_nonzero_years=19; ngram_years=2000-2019
below right side of	below right side of	below right side of	below|right|side|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=8.85687497301e-11; ngram_max_frequency=4.75784744935e-10; ngram_nonzero_years=14; ngram_years=2000-2019
below rim of	below rim of	below rim of	below|rim|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.81625961614e-10; ngram_max_frequency=1.04546715729e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below side of	below side of	below side of	below|side|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=8.92523300058e-11; ngram_max_frequency=2.6285640331e-10; ngram_nonzero_years=16; ngram_years=2000-2019
below summit of	below summit of	below summit of	below|summit|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.82461024935e-10; ngram_max_frequency=4.33283520174e-10; ngram_nonzero_years=18; ngram_years=2000-2019
below surface of	below surface of	below surface of	below|surface|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.93390767306e-09; ngram_max_frequency=8.53674585882e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below the apex of	below the apex of	below the apex of	below|the|apex|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=5.90552759229e-09; ngram_max_frequency=1.53125785107e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below the back edge of	below the back edge of	below the back edge of	below|the|back|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.33828765514e-11; ngram_max_frequency=2.10961637048e-10; ngram_nonzero_years=13; ngram_years=2000-2019
below the back of	below the back of	below the back of	below|the|back|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.74201466185e-09; ngram_max_frequency=5.86894310928e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below the back part of	below the back part of	below the back part of	below|the|back|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.14155441003e-10; ngram_max_frequency=4.64115579302e-10; ngram_nonzero_years=17; ngram_years=2000-2019
below the back side of	below the back side of	below the back side of	below|the|back|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=5.78774160542e-11; ngram_max_frequency=1.81606063521e-10; ngram_nonzero_years=14; ngram_years=2000-2019
below the background of	below the background of	below the background of	below|the|background|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=9.79801920153e-11; ngram_max_frequency=3.06888736645e-10; ngram_nonzero_years=16; ngram_years=2000-2019
below the base of	below the base of	below the base of	below|the|base|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.83070246501e-08; ngram_max_frequency=5.17904359398e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below the border of	below the border of	below the border of	below|the|border|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.22404976641e-09; ngram_max_frequency=1.90810411915e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below the bottom of	below the bottom of	below the bottom of	below|the|bottom|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=4.71549937172e-08; ngram_max_frequency=5.96804893283e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below the boundary of	below the boundary of	below the boundary of	below|the|boundary|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=9.80039148446e-10; ngram_max_frequency=1.72293967982e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below the center of	below the center of	below the center of	below|the|center|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.12098274409e-08; ngram_max_frequency=2.57117677219e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below the core of	below the core of	below the core of	below|the|core|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.59776006729e-10; ngram_max_frequency=8.54849413479e-10; ngram_nonzero_years=20; ngram_years=2000-2019
below the corner of	below the corner of	below the corner of	below|the|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.46087354279e-09; ngram_max_frequency=3.66760537565e-09; ngram_nonzero_years=20; ngram_years=2000-2019
below the crest of	below the crest of	below the crest of	below|the|crest|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.63670351569e-08; ngram_max_frequency=2.01119613533e-08; ngram_nonzero_years=20; ngram_years=2000-2019
below the doorway of	below the doorway of	below the doorway of	below|the|doorway|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.92469038171e-11; ngram_max_frequency=1.57746468665e-10; ngram_nonzero_years=12; ngram_years=2000-2019
